Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
1435-1437 Revere Ave,"San Francisco, CA, 94124",Neighborhood: Bayview,Duplex,"2 bd, 1 ba","$695,000 ",2,"$1,304 ","$7,541 ","$34,750 ","Spacious Duplex:Partial neighborhood views from the back upper deck;Each level has 2BR/1BA with Formal Dining Area;Hardwood Floors throughout: Front Gated Curtilage leads to Secured Gated entry & enclosed foyer for separate apartments with enclosed side door entrance for 2 car garage; below garage is a Large Basement with high ceilings for expansion potential; fenced back yard; 1&1/2 block walking distance to 3rd street major transportation corridor, near shops, groceries & public transportation; 3rd Street T Train goes to UCSF, Kaiser, & AT&T Park; a short drive to 280 & 101 freeways;landlord pays for water only; motivated seller.","Listing provided by Peter T Chin, Century 21 Realty Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323241,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1435-1437-Revere-Ave-94124/b5d2079d070c1566c368,,,,,,,,,,,,,,,37.7298268,-122.3872212,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/041/455141.jpg?tsp=20170301221737
1914 34th Ave,"San Francisco, CA, 94116",Neighborhood: Parkside,House,"2 bd, 1 ba","$695,000 ",2,"$1,304 ","$7,541 ","$34,750 ","Single Family Residence.  Excellent location has a Walk Score of 82.  Walking distance to Restaurants, shoppings, schools (elements schools, St. Ignatius College Preparatory, and Lowell High School), and public transportations.  Nearby Sunset Blvd easy access to Highway 280.   Close to Golden Gate Park, ocean beach, San Francisco State University, San Francisco Golf Club and Olympic Golf Club.  First time on the market over 30 years.  Property sold AS IS physical present condition.  Tenants occupied.  Please DO NOT disturb tenants.  Show by appointment only.","Listing provided by Isabella Kum, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320231,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1914-34th-Ave-94116/3357629a0b809434d795,,,,,,,,,,,,,,,37.7513427,-122.4921834,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/032/451732.jpg?tsp=20161017143218
537 Moultrie St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,House,"2 bd, 1 ba","$695,000 ",2,"$1,304 ","$7,541 ","$34,750 ","Calling all contractors.  Bernal home located near close to Cortland Avenue shops, restaurants, and transportation, but needs extensive work.  There is an open floor plan on the main level, incorporating the living, dining, and kitchen, one bedroom and one bathroom.  A deck leads to the garden.  The lower level contains 2 rooms (unwarranted)  with a tiled floor and separate access to and from the street.  A Bosch washing machine and dryer are located in one of the downstairs rooms.  Additional storage is available at this level. A deck on the main level overlooks the garden.","Listing provided by Suzanne G Kirkham, Coldwell Banker Previews Int'l",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323323,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/537-Moultrie-St-94110/3994cec9076f7a024662,,,,,,,,,,,,,,,37.7379482,-122.4157816,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/045/455245.jpg?tsp=20170302113006
2414 47th Ave,"San Francisco, CA, 94116-2011",Neighborhood: Outer Parkside,House,"2 bd, 1 ba","$695,000 ",2,"$1,304 ","$7,541 ","$34,750 ","Affordable Hollywood style outer Parkside home conveniently located close to Taraval Street MUNI lines & shops, Ocean Beach, San Francisco Zoo, Lakeshore Shopping Center, public schools, and Lake Merced.  It's one of the few homes in the area with minimal stairs.  This beauty features spacious living room with fireplace, formal dining room, updated kitchen with stainless appliances,  full bath, and two bedrooms side by side in the back.  One car parking in the garage and one car in the driveway.  Landscaped front yard and nice clean low maintenance rear yard!","Listing provided by Jason C Chan, Barbagelata Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318852,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2414-47th-Ave-94116/4a5912b97dc465c459a7,,,,,,,,,,,,,,,37.741391,-122.505404,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/006/450306.jpg?tsp=20160914064646
5122-A Diamond Heights Blvd #A,"San Francisco, CA, 94131-1713",Neighborhood: Diamond Heights,Condo,"2 bd, 2 ba","$698,000 ",2,"$1,309 + $310 (HOA)","$7,574 ","$34,900 ","Move-in ready, Diamond Heights mid-century 2-bedroom, 2-bath condo with 2-car tandem parking. Sweeping city views from the private balcony. Serene private patio & garden. Floor to ceiling windows, bamboo floors, radiant heat, custom built wall cabinet with hideaway desk & computer workspace, storage cage, communal storage, and shared washer/dryer in laundry room (free!). Close to restaurants & shopping at Diamond Heights Shopping Center, Mollie Stone's on Portola, Glen Park Village & Noe Valley. Near four playgrounds/parks. Great public transportation: Glen Park BART (10 minutes via #52 Bus) and Forest Hill Muni Metro Station (10 minutes via #52 Bus) w/ K, L, M & T Lines, Buses #48, #37. Easy access to both 280 & 101!","Listing provided by Kelly Quon Lutz, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318542,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/5122-A-Diamond-Heights-Blvd-A-94131/0f342ac93caf02d010d1,,,,,,,,,,,,,,,37.746956,-122.441135,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/070/449970.jpg?tsp=20160916121533
131 Naglee Ave,"San Francisco, CA, 94112",Neighborhood: Outer Mission,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ",Fantastic fixer opportunity in a sought after location near Balboa Bart and the amazing Cayuga Park! (Muni Bart Shuttle one block away) This home has a flexible floor plan with lovely period details including a fireplace and hardwood floors with inlays waiting for a new owner to make them their own. Sun-filled back yard with mature fruit trees. A one bedroom in-law on the lower level and a one car garage make this home a complete package not to be missed!,"Listing provided by Matt Ciganek, Barbagelata Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320750,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/131-Naglee-Ave-94112/193dd847b1c4ab2247b6,,,,,,,,,,,,,,,37.7124253,-122.4474262,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/039/452339.jpg?tsp=20161103124816
1488 Harrison St #101,"San Francisco, CA, 94103-4381",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$699,000 ",2,"$1,311 + $278 (HOA)","$7,585 ","$34,950 ","Best price in SOMA for a 2 bedroom (1 bedroom per tax records), 2 bath unit with parking, common VIEW roof deck and in unit laundry. This is a corner unit offering an abundance of light. Bamboo flrs, gas fireplace, quiet interior and a walk score of 96. Freshly painted interior, new carpet on the stairs and master bedroom. New stainless refrigerator and gas stove. This is perfect for roommates due to the separation of the bedroom, making this even more affordable. Very nice condition and well run HOA that is professionally managed.","Listing provided by Beth A Kershaw, Hill & Co.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321121,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1488-Harrison-St-101-94103/cb697751ffa716aea199,,,,,,,,,,,,,,,37.7709365,-122.4124279,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/001/452701.jpg?tsp=20161118074659
1862 Ellis St #A,"San Francisco, CA, 94115",Neighborhood: Western Addition,Condo,"2 bd, 1 ba","$699,000 ",2,"$1,311 + $255 (HOA)","$7,585 ","$34,950 ","Why rent when you can own in the heart of San Francisco?  Great affordable 2 bed/1 bath starter home!  Single level, turn-key move-in ready! New two-toned paint. Kitchen and bathroom updated with granite counter tops and wood cabinets. In-unit laundry and designated gated parking.  Conveniently located close to shops and restaurants of Divisadero, Japan Town and Beideman Historic District.  Also near UCSF, Kasier & CPMC. Buyer may qualify for City 2nd Loan Program. Come and see!  Don't miss this one!","Listing provided by Lannie Mok, Intero Real Estate Services",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322187,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1862-Ellis-St-A-94115/24eedba1fcf010c308a5,,,,,,,,,,,,,,,37.78223,-122.43689,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/053/453753.jpg?tsp=20170123210213
43 Winding Way,"San Francisco, CA, 94112",Neighborhood: Crocker Amazon,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ",Classic Fully Detached Full 5 Room House.,"Listing provided by Jeff J Appenrodt, Laurel Realty & Investment",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319909,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/43-Winding-Way-94112/730a5c3c29357373afa8,,,,,,,,,,,,,,,37.710588,-122.432244,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/004/451404.jpg?tsp=20161007122326
574 26th Ave #2,"San Francisco, CA, 94121",Neighborhood: Central Richmond,Condo,"2 bd, 2 ba","$699,000 ",2,"$1,311 + $187 (HOA)","$7,585 ","$34,950 ","Welcome to 574 26th Ave #2. This immaculate two bedroom, two bathroom condo in wonderful Central Richmond is ready for you to move in. Extensively renovated from the ground up in 2007, both the building and condo are in excellent condition! Enjoy hardwood floors, crown molding, recessed lighting and an open layout kitchen with S/S appliances. A master suite, second bedroom and second bathroom complete this home. Away from the street, this unit is quiet and tranquil with direct access to the gorgeous, sunny backyard. 1 car parking and exclusive use washer/dryer. Very low HOA. 1 block to transportation, restaurants, shops and all manner of urban amenities!","Listing provided by Courtney J Jung, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320124,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/574-26th-Ave-2-94121/d5483db19e646cac6557,,,,,,,,,,,,,,,37.778621,-122.485342,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/036/451536.jpg?tsp=20161014081701
1285 Fitzgerald,"San Francisco, CA, 94124",Neighborhood: Bayview,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","--Two Plus Bedrooms, Bonus Lower Level, & Garage!--  This unique opportunity for a Single Family home provides an excellent investment opportunity. The main level is nicely updated and features Two Bedrooms, Living Room, Updated Kitchen that is open to the Formal Dining Area, Remodeled Bathroom, and Sliding Glass Door to Large Deck that overlooks a nice sized yard.  With the floor plan and Great Room'' Kitchen / Dining set up, where it could also be living space, this level has potential for Three Bedroom use.  There is a tradesman's entrance to a lower unwarranted level that has Four rooms (each with a window), and a 2nd Bathroom.  Whether you are Home Owner, or Savvy Investor this offering has enormous potential for future appreciation!","Listing provided by Jack P Murray, Berkshire Hathaway-Franciscan",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319563,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1285-Fitzgerald-94124/27e35fc7b607fb24eb10,,,,,,,,,,,,,,,37.721644,-122.39302,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/046/451046.jpg?tsp=20170117175901
427 Randolph St,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,House,"2 bd, 1.5 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ",Lovely Single Family home in a great location with spectacular views from the kitchen nook.  Within walking distance of San Francisco State University and Stonestown Galleria Shopping Center.  5 minutes from Interstate 280 and Interstate 1.  Open living room with lots of natural light.  Large bedrooms with hardwood floors under carpets.,"Listing provided by Sandra Garrett, BHHS Drysdale Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318874,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/427-Randolph-St-94132/6aca83dafd1a87ed4a06,,,,,,,,,,,,,,,37.714058,-122.466689,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/006/450106.jpg?tsp=20160920055703
287 Thrift St,"San Francisco, CA, 94112",Neighborhood: Oceanview,House,"2 bd, 2 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","Fantastic views from this lovely Oceanview single family home. The main level consists of 2 bedrooms, 1 bath, hardwood floors, a bright kitchen with new appliances and a spacious deck overlooking an extensive back yard.  The upper level boasts graciously sized 2 bedrooms, 1 bath and more views! Spacious closets throughout with bonus room and half bath down.","Listing provided by Michelle Kim, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318610,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/287-Thrift-St-94112/5cb157f06f26cd1a8cd6,,,,,,,,,,,,,,,37.7173064,-122.4620572,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/046/450046.jpg?tsp=20160908144105
615 Sargent St,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","Wonderful sun drenched 1940 house with sweeping southern views from both levels on a quiet block. Clean home with 2 BR's and 1 BA, living room with fireplace, and eat-in kitchen upstairs, along with a large bonus room and full garage downstairs.  With two skylights and great southern exposure, the home is freshly painted with hardwood floors. Owned by the same family for many years, it is the perfect blank slate for the next owner.  The home is situated on a quiet block close to SF State, Stonestown, MUNI, 280 and 101 freeways.  Large rear yard with bonus storage under the home. Additional photos will be uploaded Saturday 9/10 in the AM.","Listing provided by Naomi Lempert Lopez, Coldwell Banker Previews Int'l",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318591,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/615-Sargent-St-94132/078f27dfc7eb9e173f05,,,,,,,,,,,,,,,37.7159549,-122.4683586,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/023/450023.jpg?tsp=20160910073923
954 Key Ave,"San Francisco, CA, 94124",Neighborhood: Bayview Heights,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","Well-built Victorian cottage located on a quiet street. Two spacious bedrooms, living room, and kitchen/dining combo. Panoramic views of the bay from the rear deck includes the Bay Bridge, Dwntwn SF, Mt. Diablo in the distance. First time on the market in many years. Tons of potential!!!","Listing provided by SUSAN F ROBINSON, DANIEL WINKLER & ASSOCS., INC",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319156,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/954-Key-Ave-94124/dd65a753fa753f93791c,,,,,,,,,,,,,,,37.7185335,-122.394858,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/090/450590.jpg?tsp=20161027184011
323 Orizaba Ave,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,House,"2 bd, 1 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","Semi detached view home in Ingleside Heights. Main level: 2 bedrooms, 1 bath, living, dining, kitchen with high ceilings. Lower level: an unwarranted bedroom, bath, storage rooms, 2 car parking (1 in garage, and 1 in driveway). Upper level: large attic space with great potential.","Listing provided by Trent Zhu, BHG J.F. Finnegan Realtors",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318305,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/323-Orizaba-Ave-94132/dfce7a1c6f934909d612,,,,,,,,,,,,,,,37.714797,-122.462883,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/079/449679.jpg?tsp=20161128164128
285 Bridgeview,"San Francisco, CA, 94124",Neighborhood: Silver Terrace,House,"2 bd, 2 ba","$699,000 ",2,"$1,311 ","$7,585 ","$34,950 ","Open floor plan with 2bd/2ba and bonus room down. Top floor features a living room dining room combo,kitchen and full bath. Great views from the front and back of home. Downstairs has a bonus room that can be a 3rd bedroom with full bath.1 car garage and plenty of storage space.Private backyard with lots of potential.Easy access to 101 and 280. Muni 1 block away and a walk score 0f 82.","Listing provided by Adela Picar, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318295,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/285-Bridgeview-94124/23bb9b2f2aea60a30778,,,,,,,,,,,,,,,37.7336006,-122.3975125,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/061/449661.jpg?tsp=20161014114740
